game_id,gameorder,date_game,year_id,neutral,is_playoff,fran_id,home,away,opp_fran,elo_i,elo_n,elo_prob,home_score,away_score,result
1,1KCBUF,9/11/2011,2012,0,0,Chiefs,KC,BUF,Bills,1476.341,1439.839,0.642054507,7,41,0
1,1SFSEA,9/11/2011,2012,0,0,49ers,SF,SEA,Seahawks,1464.78,1441.102,0.624917023,33,17,1
1,1TBDET,9/11/2011,2012,0,0,Buccaneers,TB,DET,Lions,1523.472,1450.819,0.688345216,20,27,0
1,1LARPHI,9/11/2011,2012,0,0,Rams,LAR,PHI,Eagles,1416.52,1551.734,0.400307439,13,31,0
1,1WSHNYG,9/11/2011,2012,0,0,Redskins,WSH,NYG,Giants,1436.016,1538.007,0.446965911,28,14,1
1,1CHIATL,9/11/2011,2012,0,0,Bears,CHI,ATL,Falcons,1555.479,1581.397,0.556007491,30,12,1
1,1ARICAR,9/11/2011,2012,0,0,Cardinals,ARI,CAR,Panthers,1392.072,1390.369,0.594831064,28,21,1
1,1HOUIND,9/11/2011,2012,0,0,Texans,HOU,IND,Colts,1478.396,1567.7,0.465080671,34,7,1
1,1DENOAK,9/12/2011,2012,0,0,Broncos,DEN,OAK,Raiders,1386.636,1506.296,0.42198056,20,23,0
1,1MIANE,9/12/2011,2012,0,0,Dolphins,MIA,NE,Patriots,1478.506,1642.569,0.361178571,24,38,0
2,2SFDAL,9/18/2011,2012,0,0,49ers,SF,DAL,Cowboys,1485.21,1502.169,0.568699283,24,27,0
2,2NYJJAX,9/18/2011,2012,0,0,Jets,NYJ,JAX,Jaguars,1609.713,1483.072,0.750854396,32,3,1
2,2BUFOAK,9/18/2011,2012,0,0,Bills,BUF,OAK,Raiders,1487.702,1517.712,0.550185107,38,35,1
2,2NELAC,9/18/2011,2012,0,0,Patriots,NE,LAC,Chargers,1661.288,1564.126,0.717780669,35,21,1
2,2CARGB,9/18/2011,2012,0,0,Panthers,CAR,GB,Packers,1374.014,1672.915,0.206452606,23,30,0
2,2INDCLE,9/18/2011,2012,0,0,Colts,IND,CLE,Browns,1531.652,1415.61,0.739266859,19,27,0
2,2DENCIN,9/18/2011,2012,0,0,Broncos,DEN,CIN,Bengals,1375.22,1478.561,0.445045763,24,22,1
2,2DETKC,9/18/2011,2012,0,0,Lions,DET,KC,Chiefs,1481.358,1428.478,0.663419869,48,3,1
2,2ATLPHI,9/18/2011,2012,0,0,Falcons,ATL,PHI,Eagles,1555.707,1574.579,0.565996209,35,31,1
2,2MIAHOU,9/18/2011,2012,0,0,Dolphins,MIA,HOU,Texans,1459.787,1514.444,0.514880378,13,23,0
2,2MINTB,9/18/2011,2012,0,0,Vikings,MIN,TB,Buccaneers,1475.766,1492.934,0.568404161,20,24,0
2,2NOCHI,9/18/2011,2012,0,0,Saints,NO,CHI,Bears,1550.62,1581.168,0.549418544,30,13,1
2,2TENBAL,9/18/2011,2012,0,0,Titans,TEN,BAL,Ravens,1463.28,1638.118,0.346994108,26,13,1
2,2PITSEA,9/18/2011,2012,0,0,Steelers,PIT,SEA,Seahawks,1580.463,1420.672,0.784823632,24,0,1
2,2WSHARI,9/18/2011,2012,0,0,Redskins,WSH,ARI,Cardinals,1466.481,1408.426,0.670039015,22,21,1
2,2NYGLAR,9/19/2011,2012,0,0,Giants,NYG,LAR,Rams,1507.542,1393.676,0.736845217,28,16,1
3,3LACKC,9/25/2011,2012,0,0,Chargers,LAC,KC,Chiefs,1549.89,1404.016,0.77098622,20,17,1
3,3LARBAL,9/25/2011,2012,0,0,Rams,LAR,BAL,Ravens,1381.191,1601.841,0.289874545,7,37,0
3,3MINDET,9/25/2011,2012,0,0,Vikings,MIN,DET,Lions,1457.063,1505.82,0.523358541,23,26,0
3,3INDPIT,9/25/2011,2012,0,0,Colts,IND,PIT,Steelers,1496.253,1593.031,0.454394885,20,23,0
3,3CLEMIA,9/25/2011,2012,0,0,Browns,CLE,MIA,Dolphins,1451.01,1434.978,0.614544997,17,16,1
3,3TBATL,9/25/2011,2012,0,0,Buccaneers,TB,ATL,Falcons,1511.637,1569.39,0.510427759,16,13,1
3,3OAKNYJ,9/25/2011,2012,0,0,Raiders,OAK,NYJ,Jets,1505.436,1625.303,0.421689944,34,24,1
3,3PHINYG,9/25/2011,2012,0,0,Eagles,PHI,NYG,Giants,1560.895,1520.027,0.64780967,16,29,0
3,3CINSF,9/25/2011,2012,0,0,Bengals,CIN,SF,49ers,1466.151,1469.091,0.588373624,8,13,0
3,3TENDEN,9/25/2011,2012,0,0,Titans,TEN,DEN,Broncos,1499.558,1387.63,0.734676307,17,14,1
3,3NOHOU,9/25/2011,2012,0,0,Saints,NO,HOU,Texans,1576.265,1539.253,0.642728931,40,33,1
3,3CHIGB,9/25/2011,2012,0,0,Bears,CHI,GB,Packers,1555.523,1680.676,0.414287591,17,27,0
3,3BUFNE,9/25/2011,2012,0,0,Bills,BUF,NE,Patriots,1499.978,1675.524,0.346071203,34,31,1
3,3SEAARI,9/25/2011,2012,0,0,Seahawks,SEA,ARI,Cardinals,1408.104,1404.094,0.598027604,13,10,1
3,3CARJAX,9/25/2011,2012,0,0,Panthers,CAR,JAX,Jaguars,1366.253,1467.482,0.448050431,16,10,1
3,3DALWSH,9/26/2011,2012,0,0,Cowboys,DAL,WSH,Redskins,1518.288,1470.813,0.656437433,18,16,1
4,4ARINYG,10/2/2011,2012,0,0,Cardinals,ARI,NYG,Giants,1393.288,1555.948,0.36304409,27,31,0
4,4CHICAR,10/2/2011,2012,0,0,Bears,CHI,CAR,Panthers,1536.183,1388.094,0.77322976,34,29,1
4,4CINBUF,10/2/2011,2012,0,0,Bengals,CIN,BUF,Bills,1444.455,1519.068,0.48616931,23,20,1
4,4CLETEN,10/2/2011,2012,0,0,Browns,CLE,TEN,Titans,1456.164,1506.367,0.521281729,13,31,0
4,4DALDET,10/2/2011,2012,0,0,Cowboys,DAL,DET,Lions,1525.47,1520.438,0.599441028,30,34,0
4,4GBDEN,10/2/2011,2012,0,0,Packers,GB,DEN,Broncos,1700.015,1380.821,0.901286231,49,23,1
4,4LARWSH,10/2/2011,2012,0,0,Rams,LAR,WSH,Redskins,1362.598,1463.631,0.448329469,10,17,0
4,4LACMIA,10/2/2011,2012,0,0,Chargers,LAC,MIA,Dolphins,1555.685,1429.824,0.750013489,26,16,1
4,4HOUPIT,10/2/2011,2012,0,0,Texans,HOU,PIT,Steelers,1525.053,1605.45,0.47785643,17,10,1
4,4JAXNO,10/2/2011,2012,0,0,Jaguars,JAX,NO,Saints,1445.641,1590.465,0.387103524,10,23,0
4,4KCMIN,10/2/2011,2012,0,0,Chiefs,KC,MIN,Vikings,1398.222,1442.444,0.529866348,22,17,1
4,4PHISF,10/2/2011,2012,0,0,Eagles,PHI,SF,49ers,1524.975,1490.787,0.638987435,23,24,0
4,4OAKNE,10/2/2011,2012,0,0,Raiders,OAK,NE,Patriots,1533.88,1656.434,0.417922533,19,31,0
4,4BALNYJ,10/2/2011,2012,0,0,Ravens,BAL,NYJ,Jets,1620.434,1596.859,0.624778035,34,17,1
5,5SEAATL,10/2/2011,2012,0,0,Seahawks,SEA,ATL,Falcons,1418.91,1555.861,0.397909482,28,30,0
5,5TBIND,10/3/2011,2012,0,0,Buccaneers,TB,IND,Colts,1525.166,1483.834,0.648418824,24,17,1
5,5SFTB,10/9/2011,2012,0,0,49ers,SF,TB,Buccaneers,1500.064,1539.114,0.537275762,48,3,1
5,5JAXCIN,10/9/2011,2012,0,0,Jaguars,JAX,CIN,Bengals,1425.925,1458.764,0.546151656,20,30,0
5,5PITTEN,10/9/2011,2012,0,0,Steelers,PIT,TEN,Titans,1583.582,1537.272,0.654923401,38,17,1
5,5NYGSEA,10/9/2011,2012,0,0,Giants,NYG,SEA,Seahawks,1567.137,1410.444,0.781796693,25,36,0
5,5HOUOAK,10/9/2011,2012,0,0,Texans,HOU,OAK,Raiders,1546.921,1512.987,0.638650076,20,25,0
5,5NENYJ,10/9/2011,2012,0,0,Patriots,NE,NYJ,Jets,1677.326,1576.008,0.722601615,30,21,1
5,5INDKC,10/9/2011,2012,0,0,Colts,IND,KC,Chiefs,1469.886,1414.911,0.666107418,24,28,0
5,5CARNO,10/9/2011,2012,0,0,Panthers,CAR,NO,Saints,1380.685,1610.182,0.279504485,27,30,0
5,5DENLAC,10/9/2011,2012,0,0,Broncos,DEN,LAC,Chargers,1375.282,1566.716,0.325674919,24,29,0
5,5MINARI,10/9/2011,2012,0,0,Vikings,MIN,ARI,Cardinals,1425.755,1382.099,0.651462547,34,10,1
5,5BUFPHI,10/9/2011,2012,0,0,Bills,BUF,PHI,Eagles,1504.759,1515.698,0.577178173,31,24,1
5,5ATLGB,10/9/2011,2012,0,0,Falcons,ATL,GB,Packers,1564.327,1705.555,0.392026075,14,25,0
6,6DETCHI,10/10/2011,2012,0,0,Lions,DET,CHI,Bears,1540.368,1543.592,0.587977626,24,13,1
6,6DETSF,10/16/2011,2012,0,0,Lions,DET,SF,49ers,1560.286,1535.083,0.626972423,19,25,0
6,6ATLCAR,10/16/2011,2012,0,0,Falcons,ATL,CAR,Panthers,1545.496,1373.475,0.796474296,31,17,1
6,6CHIMIN,10/16/2011,2012,0,0,Bears,CHI,MIN,Vikings,1523.675,1447.137,0.693122525,39,10,1
6,6GBLAR,10/16/2011,2012,0,0,Packers,GB,LAR,Rams,1724.385,1344.253,0.928401208,24,3,1
6,6CININD,10/16/2011,2012,0,0,Bengals,CIN,IND,Colts,1485.345,1447.208,0.644214631,27,17,1
6,6NEDAL,10/16/2011,2012,0,0,Patriots,NE,DAL,Cowboys,1689.203,1505.54,0.807122362,20,16,1
6,6NYGBUF,10/16/2011,2012,0,0,Giants,NYG,BUF,Bills,1523.929,1521.922,0.595252748,27,24,1
6,6PITJAX,10/16/2011,2012,0,0,Steelers,PIT,JAX,Jaguars,1603.887,1399.344,0.825146755,17,13,1
6,6OAKCLE,10/16/2011,2012,0,0,Raiders,OAK,CLE,Browns,1536.951,1425.258,0.734412532,24,17,1
6,6BALHOU,10/16/2011,2012,0,0,Ravens,BAL,HOU,Texans,1641.285,1522.957,0.741795329,29,14,1
6,6TBNO,10/16/2011,2012,0,0,Buccaneers,TB,NO,Saints,1504.095,1617.392,0.430939295,26,20,1
6,6WSHPHI,10/16/2011,2012,0,0,Redskins,WSH,PHI,Eagles,1481.976,1498.535,0.569263972,13,20,0
6,6NYJMIA,10/17/2011,2012,0,0,Jets,NYJ,MIA,Dolphins,1564.131,1418.792,0.770441993,24,6,1
7,7NYJLAC,10/23/2011,2012,0,0,Jets,NYJ,LAC,Chargers,1576.47,1577.753,0.590681781,27,21,1
7,7MINGB,10/23/2011,2012,0,0,Vikings,MIN,GB,Packers,1427.523,1728.067,0.204907426,27,33,0
7,7NOIND,10/23/2011,2012,0,0,Saints,NO,IND,Colts,1594.748,1430.909,0.788732675,62,7,1
7,7TENHOU,10/23/2011,2012,0,0,Titans,TEN,HOU,Texans,1516.966,1509.741,0.602468336,7,41,0
7,7OAKKC,10/23/2011,2012,0,0,Raiders,OAK,KC,Chiefs,1547.175,1437.589,0.732040071,0,28,0
7,7DALLAR,10/23/2011,2012,0,0,Cowboys,DAL,LAR,Rams,1499.962,1340.572,0.784433554,34,7,1
7,7DETATL,10/23/2011,2012,0,0,Lions,DET,ATL,Falcons,1534.842,1555.447,0.563544078,16,23,0
7,7CHITB,10/23/2011,2012,1,0,Bears,CHI,TB,Buccaneers,1543.288,1526.739,0.523797931,24,18,1
7,7ARIPIT,10/23/2011,2012,0,0,Cardinals,ARI,PIT,Steelers,1360.717,1608.901,0.258363472,20,32,0
7,7CLESEA,10/23/2011,2012,0,0,Browns,CLE,SEA,Seahawks,1415.034,1453.651,0.537895378,6,3,1
7,7CARWSH,10/23/2011,2012,0,0,Panthers,CAR,WSH,Redskins,1363.524,1457.768,0.458013609,33,20,1
7,7MIADEN,10/23/2011,2012,0,0,Dolphins,MIA,DEN,Broncos,1406.453,1364.245,0.649567547,15,18,0
7,7JAXBAL,10/24/2011,2012,0,0,Jaguars,JAX,BAL,Ravens,1394.33,1654.501,0.245363649,12,7,1
8,8NYGMIA,10/30/2011,2012,0,0,Giants,NYG,MIA,Dolphins,1534.819,1387.521,0.772430355,20,17,1
8,8TENIND,10/30/2011,2012,0,0,Titans,TEN,IND,Colts,1472.673,1415.503,0.668911721,27,10,1
8,8PHIDAL,10/30/2011,2012,0,0,Eagles,PHI,DAL,Cowboys,1522.743,1512.999,0.605936003,34,7,1
8,8LARNO,10/30/2011,2012,0,0,Rams,LAR,NO,Saints,1327.535,1610.154,0.222230399,31,21,1
8,8SFCLE,10/30/2011,2012,0,0,49ers,SF,CLE,Browns,1560.527,1427.695,0.757461552,20,10,1
8,8BUFWSH,10/30/2011,2012,0,0,Bills,BUF,WSH,Redskins,1511.032,1428.776,0.700078915,23,0,1
8,8CARMIN,10/30/2011,2012,0,0,Panthers,CAR,MIN,Vikings,1392.516,1420.32,0.55332577,21,24,0
8,8DENDET,10/30/2011,2012,0,0,Broncos,DEN,DET,Lions,1383.178,1510.922,0.410673105,10,45,0
8,8SEACIN,10/30/2011,2012,0,0,Seahawks,SEA,CIN,Bengals,1440.991,1501.643,0.506256948,12,34,0
8,8HOUJAX,10/30/2011,2012,0,0,Texans,HOU,JAX,Jaguars,1554.035,1424.005,0.754486033,24,14,1
8,8BALARI,10/30/2011,2012,0,0,Ravens,BAL,ARI,Cardinals,1624.826,1348.482,0.877065935,30,27,1
8,8PITNE,10/30/2011,2012,0,0,Steelers,PIT,NE,Patriots,1621.136,1694.781,0.487561412,25,17,1
8,8KCLAC,10/31/2011,2012,0,0,Chiefs,KC,LAC,Chargers,1491.139,1562.271,0.491176259,23,20,1
9,9ARILAR,11/6/2011,2012,0,0,Cardinals,ARI,LAR,Rams,1345.531,1368.93,0.55958417,19,13,1
9,9WSHSF,11/6/2011,2012,0,0,Redskins,WSH,SF,49ers,1410.909,1571.199,0.366204754,11,19,0
9,9OAKDEN,11/6/2011,2012,0,0,Raiders,OAK,DEN,Broncos,1493.626,1354.561,0.763992172,24,38,0
9,9PITBAL,11/6/2011,2012,0,0,Steelers,PIT,BAL,Ravens,1643.744,1627.777,0.61445636,20,23,0
9,9TENCIN,11/6/2011,2012,0,0,Titans,TEN,CIN,Bengals,1490.805,1533.453,0.532122808,17,24,0
9,9NENYG,11/6/2011,2012,0,0,Patriots,NE,NYG,Giants,1672.174,1540.574,0.756156285,20,24,0
9,9NOTB,11/6/2011,2012,0,0,Saints,NO,TB,Buccaneers,1568.759,1508.344,0.673035566,27,16,1
9,9KCMIA,11/6/2011,2012,0,0,Chiefs,KC,MIA,Dolphins,1505.286,1381.767,0.747477263,3,31,0
9,9HOUCLE,11/6/2011,2012,0,0,Texans,HOU,CLE,Browns,1564.85,1417.023,0.772965196,30,12,1
9,9DALSEA,11/6/2011,2012,0,0,Cowboys,DAL,SEA,Seahawks,1487.6,1409.181,0.695420832,23,13,1
9,9INDATL,11/6/2011,2012,0,0,Colts,IND,ATL,Falcons,1397.371,1579.367,0.337717353,7,31,0
9,9BUFNYJ,11/6/2011,2012,0,0,Bills,BUF,NYJ,Jets,1528.899,1591.951,0.502803368,11,27,0
9,9LACGB,11/6/2011,2012,0,0,Chargers,LAC,GB,Packers,1548.124,1735.27,0.331118877,38,45,0
10,10PHICHI,11/7/2011,2012,0,0,Eagles,PHI,CHI,Bears,1548.142,1561.682,0.573520058,24,30,0
10,10LACOAK,11/10/2011,2012,0,0,Chargers,LAC,OAK,Raiders,1535.078,1448.017,0.705854271,17,24,0
10,10NYJNE,11/13/2011,2012,0,0,Jets,NYJ,NE,Patriots,1620.468,1645.445,0.557344298,16,37,0
10,10PHIARI,11/13/2011,2012,0,0,Eagles,PHI,ARI,Cardinals,1525.287,1362.353,0.787863276,17,21,0
10,10SEABAL,11/13/2011,2012,0,0,Seahawks,SEA,BAL,Ravens,1395.468,1645.464,0.256369868,22,17,1
10,10CINPIT,11/13/2011,2012,0,0,Bengals,CIN,PIT,Steelers,1555.811,1626.057,0.492450973,17,24,0
10,10SFNYG,11/13/2011,2012,0,0,49ers,SF,NYG,Giants,1586.623,1567.302,0.619019998,27,20,1
10,10TBHOU,11/13/2011,2012,0,0,Buccaneers,TB,HOU,Texans,1492.971,1577.041,0.472583591,9,37,0
10,10CLELAR,11/13/2011,2012,0,0,Browns,CLE,LAR,Rams,1404.832,1352.108,0.66321932,12,13,0
10,10CARTEN,11/13/2011,2012,0,0,Panthers,CAR,TEN,Titans,1376.91,1468.448,0.461882848,3,30,0
10,10INDJAX,11/13/2011,2012,0,0,Colts,IND,JAX,Jaguars,1376.727,1413.19,0.54097594,3,17,0
10,10DALBUF,11/13/2011,2012,0,0,Cowboys,DAL,BUF,Bills,1501.313,1500.383,0.593758193,44,7,1
10,10MIAWSH,11/13/2011,2012,0,0,Dolphins,MIA,WSH,Redskins,1436.824,1395.484,0.648429323,20,9,1
10,10CHIDET,11/13/2011,2012,0,0,Bears,CHI,DET,Lions,1584.537,1539.539,0.653214559,37,13,1
10,10KCDEN,11/13/2011,2012,0,0,Chiefs,KC,DEN,Broncos,1450.228,1400.17,0.659782943,10,17,0
11,11ATLNO,11/13/2011,2012,0,0,Falcons,ATL,NO,Saints,1600.011,1584.132,0.614336347,23,26,0
11,11GBMIN,11/14/2011,2012,0,0,Packers,GB,MIN,Vikings,1748.317,1435.925,0.897747443,45,7,1
11,11DENNYJ,11/17/2011,2012,0,0,Broncos,DEN,NYJ,Jets,1429.124,1585.374,0.371619072,17,13,1
11,11LARSEA,11/20/2011,2012,0,0,Rams,LAR,SEA,Seahawks,1361.822,1424.563,0.503250917,7,24,0
11,11GBTB,11/20/2011,2012,0,0,Packers,GB,TB,Buccaneers,1754.712,1461.418,0.8872052,35,26,1
11,11CLEJAX,11/20/2011,2012,0,0,Browns,CLE,JAX,Jaguars,1395.118,1442.875,0.524794318,14,10,1
11,11MINOAK,11/20/2011,2012,0,0,Vikings,MIN,OAK,Raiders,1429.53,1479.552,0.521541731,21,27,0
11,11NYGPHI,11/20/2011,2012,0,0,Giants,NYG,PHI,Eagles,1552.042,1496.996,0.666198312,10,17,0
11,11BALCIN,11/20/2011,2012,0,0,Ravens,BAL,CIN,Bengals,1616.37,1535.379,0.698547717,31,24,1
11,11SFARI,11/20/2011,2012,0,0,49ers,SF,ARI,Cardinals,1601.883,1390.645,0.830637734,23,7,1
11,11WSHDAL,11/20/2011,2012,0,0,Redskins,WSH,DAL,Cowboys,1378.817,1530.008,0.378444617,24,27,0
11,11ATLTEN,11/20/2011,2012,0,0,Falcons,ATL,TEN,Titans,1582.328,1498.863,0.701538166,23,17,1
11,11CHILAC,11/20/2011,2012,0,0,Bears,CHI,LAC,Chargers,1605.799,1503.542,0.723683799,31,20,1
11,11MIABUF,11/20/2011,2012,0,0,Dolphins,MIA,BUF,Bills,1453.491,1471.688,0.566950443,35,8,1
11,11DETCAR,11/20/2011,2012,0,0,Lions,DET,CAR,Panthers,1518.277,1346.495,0.796251185,49,35,1
11,11NEKC,11/21/2011,2012,0,0,Patriots,NE,KC,Chiefs,1680.539,1421.274,0.866066628,34,3,1
12,12DALMIA,11/24/2011,2012,0,0,Cowboys,DAL,MIA,Dolphins,1540.105,1481.75,0.670420706,20,19,1
12,12DETGB,11/24/2011,2012,0,0,Lions,DET,GB,Packers,1528.24,1759.179,0.277835916,15,27,0
12,12BALSF,11/24/2011,2012,0,0,Ravens,BAL,SF,49ers,1628.126,1610.409,0.616840074,16,6,1
12,12CINCLE,11/27/2011,2012,0,0,Bengals,CIN,CLE,Browns,1523.622,1410.295,0.736243141,23,20,1
12,12ATLMIN,11/27/2011,2012,0,0,Falcons,ATL,MIN,Vikings,1593.209,1409.094,0.807527094,24,14,1
12,12PHINE,11/27/2011,2012,0,0,Eagles,PHI,NE,Patriots,1526.301,1688.63,0.363484813,20,38,0
12,12SEAWSH,11/27/2011,2012,0,0,Seahawks,SEA,WSH,Redskins,1453.684,1368.72,0.703341766,17,23,0
12,12NYJBUF,11/27/2011,2012,0,0,Jets,NYJ,BUF,Bills,1564.272,1443.429,0.744558557,28,24,1
12,12LARARI,11/27/2011,2012,0,0,Rams,LAR,ARI,Cardinals,1332.7,1382.119,0.522407842,20,23,0
12,12KCPIT,11/27/2011,2012,0,0,Chiefs,KC,PIT,Steelers,1413.183,1646.488,0.275111484,9,13,0
12,12TENTB,11/27/2011,2012,0,0,Titans,TEN,TB,Buccaneers,1487.981,1456.951,0.634783372,23,17,1
12,12INDCAR,11/27/2011,2012,0,0,Colts,IND,CAR,Panthers,1347.042,1336.532,0.606988388,19,27,0
12,12JAXHOU,11/27/2011,2012,0,0,Jaguars,JAX,HOU,Texans,1427.697,1608.594,0.339133782,13,20,0
12,12OAKCHI,11/27/2011,2012,0,0,Raiders,OAK,CHI,Bears,1499.989,1618.562,0.423507531,25,20,1
12,12LACDEN,11/27/2011,2012,0,0,Chargers,LAC,DEN,Broncos,1490.78,1450.226,0.647397168,13,16,0
12,12NONYG,11/28/2011,2012,0,0,Saints,NO,NYG,Giants,1601.815,1522.737,0.696223741,49,24,1
13,13SEAPHI,12/1/2011,2012,0,0,Seahawks,SEA,PHI,Eagles,1424.309,1505.803,0.476281042,31,14,1
13,13SFLAR,12/4/2011,2012,0,0,49ers,SF,LAR,Rams,1592.699,1318.113,0.875970628,26,0,1
13,13TBCAR,12/4/2011,2012,0,0,Buccaneers,TB,CAR,Panthers,1443.332,1364.154,0.696345475,19,38,0
13,13PITCIN,12/4/2011,2012,0,0,Steelers,PIT,CIN,Bengals,1654.715,1530.387,0.748355278,35,7,1
13,13NYGGB,12/4/2011,2012,0,0,Giants,NYG,GB,Packers,1504.159,1772.432,0.236830864,35,38,0
13,13NEIND,12/4/2011,2012,0,0,Patriots,NE,IND,Colts,1709.128,1319.42,0.931980005,31,24,1
13,13NODET,12/4/2011,2012,0,0,Saints,NO,DET,Lions,1620.393,1514.987,0.727293858,31,17,1
13,13MINDEN,12/4/2011,2012,0,0,Vikings,MIN,DEN,Broncos,1400.802,1469.08,0.495282719,32,35,0
13,13MIAOAK,12/4/2011,2012,0,0,Dolphins,MIA,OAK,Raiders,1477.424,1521.163,0.530558903,34,14,1
13,13HOUATL,12/4/2011,2012,0,0,Texans,HOU,ATL,Falcons,1621.992,1601.501,0.620607078,17,10,1
13,13ARIDAL,12/4/2011,2012,0,0,Cardinals,ARI,DAL,Cowboys,1396.706,1544.431,0.383149042,19,13,1
13,13CLEBAL,12/4/2011,2012,0,0,Browns,CLE,BAL,Ravens,1403.531,1645.836,0.264900881,10,24,0
13,13WSHNYJ,12/4/2011,2012,0,0,Redskins,WSH,NYJ,Jets,1398.095,1571.854,0.348402838,19,34,0
13,13CHIKC,12/4/2011,2012,0,0,Bears,CHI,KC,Chiefs,1597.387,1404.957,0.814857311,3,10,0
13,13BUFTEN,12/4/2011,2012,0,0,Bills,BUF,TEN,Titans,1435.847,1501.6,0.498916348,17,23,0
13,13JAXLAC,12/5/2011,2012,0,0,Jaguars,JAX,LAC,Chargers,1414.299,1471.926,0.510609007,14,38,0
14,14PITCLE,12/8/2011,2012,0,0,Steelers,PIT,CLE,Browns,1670.319,1390.254,0.879356854,14,3,1
14,14CINHOU,12/11/2011,2012,0,0,Bengals,CIN,HOU,Texans,1514.782,1637.181,0.418139601,19,20,0
14,14DALNYG,12/11/2011,2012,0,0,Cowboys,DAL,NYG,Giants,1519.487,1498.148,0.621755763,34,37,0
14,14ARISF,12/11/2011,2012,0,0,Cardinals,ARI,SF,49ers,1421.651,1599.782,0.342711425,21,19,1
14,14LACBUF,12/11/2011,2012,0,0,Chargers,LAC,BUF,Bills,1504.908,1416.437,0.707536654,37,10,1
14,14WSHNE,12/11/2011,2012,0,0,Redskins,WSH,NE,Patriots,1379.686,1711.473,0.177154033,27,34,0
14,14BALIND,12/11/2011,2012,0,0,Ravens,BAL,IND,Colts,1659.113,1317.076,0.91238368,24,10,1
14,14TENNO,12/11/2011,2012,0,0,Titans,TEN,NO,Saints,1521.011,1634.102,0.431230121,17,22,0
14,14NYJKC,12/11/2011,2012,0,0,Jets,NYJ,KC,Chiefs,1590.263,1443.337,0.772053716,37,10,1
14,14MIAPHI,12/11/2011,2012,0,0,Dolphins,MIA,PHI,Eagles,1505.735,1475.3,0.633988955,10,26,0
14,14JAXTB,12/11/2011,2012,0,0,Jaguars,JAX,TB,Buccaneers,1381.317,1398.685,0.568121703,41,14,1
14,14GBOAK,12/11/2011,2012,0,0,Packers,GB,OAK,Raiders,1778.443,1492.852,0.882691032,46,16,1
14,14DETMIN,12/11/2011,2012,0,0,Lions,DET,MIN,Vikings,1501.278,1387.09,0.737204476,34,28,1
14,14CARATL,12/11/2011,2012,0,0,Panthers,CAR,ATL,Falcons,1408.802,1586.312,0.34351713,23,31,0
14,14DENCHI,12/11/2011,2012,0,0,Broncos,DEN,CHI,Bears,1482.792,1559.007,0.483865921,13,10,1
14,14SEALAR,12/12/2011,2012,0,0,Seahawks,SEA,LAR,Rams,1454.813,1311.03,0.768854002,30,13,1
15,15ATLJAX,12/15/2011,2012,0,0,Falcons,ATL,JAX,Jaguars,1600.674,1409.489,0.813773653,41,14,1
15,15TBDAL,12/17/2011,2012,0,0,Buccaneers,TB,DAL,Cowboys,1370.513,1501.544,0.406101575,15,31,0
15,15LARCIN,12/18/2011,2012,0,0,Rams,LAR,CIN,Bengals,1298.826,1509.133,0.302282068,13,20,0
15,15BUFMIA,12/18/2011,2012,0,0,Bills,BUF,MIA,Dolphins,1398.217,1468.181,0.492856716,23,30,0
15,15CHISEA,12/18/2011,2012,0,0,Bears,CHI,SEA,Seahawks,1544.624,1467.016,0.694431094,14,38,0
15,15INDTEN,12/18/2011,2012,0,0,Colts,IND,TEN,Titans,1313.072,1505.888,0.323930249,27,13,1
15,15LACBAL,12/18/2011,2012,0,0,Chargers,LAC,BAL,Ravens,1523.128,1663.118,0.393725917,34,14,1
15,15NYGWSH,12/18/2011,2012,0,0,Giants,NYG,WSH,Redskins,1516.091,1373.115,0.76802739,10,23,0
15,15PHINYJ,12/18/2011,2012,0,0,Eagles,PHI,NYJ,Jets,1512.853,1604.12,0.462270605,45,19,1
15,15OAKDET,12/18/2011,2012,0,0,Raiders,OAK,DET,Lions,1485.903,1510.736,0.557548795,27,28,0
15,15MINNO,12/18/2011,2012,0,0,Vikings,MIN,NO,Saints,1377.633,1649.224,0.233396071,20,42,0
15,15KCGB,12/18/2011,2012,0,0,Chiefs,KC,GB,Packers,1429.481,1785.392,0.157809406,19,14,1
15,15DENNE,12/18/2011,2012,0,0,Broncos,DEN,NE,Patriots,1497.175,1718.044,0.289615109,23,41,0
15,15ARICLE,12/18/2011,2012,0,0,Cardinals,ARI,CLE,Browns,1436.876,1385.071,0.662036688,20,17,1
15,15HOUCAR,12/18/2011,2012,0,0,Texans,HOU,CAR,Panthers,1642.83,1394.44,0.858637323,13,28,0
15,15SFPIT,12/19/2011,2012,0,0,49ers,SF,PIT,Steelers,1584.557,1675.502,0.462731394,20,3,1
16,16INDHOU,12/22/2011,2012,0,0,Colts,IND,HOU,Texans,1351.947,1587.308,0.272757523,19,16,1
16,16BALCLE,12/24/2011,2012,0,0,Ravens,BAL,CLE,Browns,1624.899,1376.173,0.858871928,20,14,1
16,16CINARI,12/24/2011,2012,0,0,Bengals,CIN,ARI,Cardinals,1520.926,1445.774,0.691422868,23,16,1
16,16CARTB,12/24/2011,2012,0,0,Panthers,CAR,TB,Buccaneers,1449.962,1348.172,0.723145914,48,16,1
16,16WSHMIN,12/24/2011,2012,0,0,Redskins,WSH,MIN,Vikings,1417.885,1364.253,0.664385793,26,33,0
